album,phonetic_entropy,song,lexical_entropy,first_person_rate,phonetic_repetition_rate,repetition_rate,line_end_similarity,second_person_rate,artist,third_person_rate
blue_banisters,2.5134934166796437,cherry_blossom,5.6692,49.689,0.6153846153846154,0.2308,0.4615,130.435,lana_del_rey,0.0
blue_banisters,3.390244405361756,dealer,6.0192,115.646,0.6744186046511628,0.4222,0.6,78.231,lana_del_rey,34.014
blue_banisters,2.8069526352290706,if_you_lie_down_with_me,5.736,91.195,0.7045454545454546,0.3636,0.5682,78.616,lana_del_rey,9.434
blue_banisters,3.098473049913859,living_legend,5.7927,96.916,0.6176470588235294,0.2059,0.5588,92.511,lana_del_rey,8.811
blue_banisters,2.526412328225464,nectar_of_the_gods,5.3509,109.705,0.6551724137931034,0.4828,0.5862,54.852,lana_del_rey,0.0
blue_banisters,3.6656853797164164,sweet_carolina,6.2384,19.157,0.5135135135135135,0.1316,0.5,130.268,lana_del_rey,7.663
blue_banisters,4.416083000521745,text_book,6.7275,101.036,0.46808510638297873,0.234,0.383,46.632,lana_del_rey,28.497
blue_banisters,3.361839654496255,thunder,5.5622,20.067,0.6727272727272727,0.3818,0.6364,90.301,lana_del_rey,0.0
blue_banisters,3.8593370182306197,violets_for_roses,6.3015,72.993,0.6326530612244898,0.3462,0.5962,34.063,lana_del_rey,17.032
blue_banisters,4.124188161673221,wildflower_wildfire,6.4305,94.044,0.5510204081632653,0.24,0.44,40.752,lana_del_rey,3.135
born_to_die,4.207823402427323,blue_jeans,6.6737,73.232,0.5737704918032787,0.254,0.381,83.333,lana_del_rey,7.576
born_to_die,3.666588317524426,born_to_die,6.4105,90.047,0.7037037037037037,0.3889,0.5926,54.502,lana_del_rey,0.0
born_to_die,4.146222266682389,carmen,6.9101,22.535,0.6666666666666666,0.36,0.5333,28.169,lana_del_rey,73.239
born_to_die,3.79849304188396,dark_paradise,6.0682,114.155,0.7534246575342466,0.4932,0.6849,59.361,lana_del_rey,0.0
born_to_die,3.257099761475546,diet_mountain_dew,5.8203,77.876,0.775,0.6,0.675,92.035,lana_del_rey,3.54
born_to_die,3.164726775406803,lolita,6.3003,107.5,0.6521739130434783,0.3696,0.4565,50.0,lana_del_rey,12.5
born_to_die,3.3998737308598,lucky_ones,6.2215,76.923,0.6285714285714286,0.3429,0.5429,70.513,lana_del_rey,0.0
born_to_die,3.2443067754867636,million_dollar_man,5.9682,100.0,0.6285714285714286,0.4286,0.5143,100.0,lana_del_rey,7.692
born_to_die,4.118219801263264,national_anthem,6.6462,83.673,0.5833333333333334,0.3973,0.4932,71.429,lana_del_rey,12.245
born_to_die,5.175381070850622,off_to_the_races,7.2201,136.364,0.4827586206896552,0.1522,0.4565,47.138,lana_del_rey,45.455
born_to_die,3.4048086098910746,radio,5.7457,167.5,0.7321428571428571,0.6071,0.6786,30.0,lana_del_rey,5.0
born_to_die,3.010181469210371,summertime_sadness,5.8341,102.564,0.7450980392156863,0.537,0.6667,44.872,lana_del_rey,0.0
born_to_die,4.570136841430028,this_is_what_makes_us_girls,6.8837,16.204,0.48214285714285715,0.2982,0.3684,4.63,lana_del_rey,27.778
born_to_die,2.7815529462372894,video_games,5.9829,59.126,0.704225352112676,0.4444,0.5972,110.54,lana_del_rey,17.995
born_to_die,3.6526901402903587,without_you,6.0946,115.607,0.6326530612244898,0.46,0.62,86.705,lana_del_rey,11.561
chemtrails_over_the_country_club,1.8438561897747248,breaking_up_slowly,5.6847,77.586,0.72,0.32,0.64,34.483,lana_del_rey,8.621
chemtrails_over_the_country_club,3.975070520364182,chemtrails_over_the_country_club,6.4174,91.195,0.525,0.225,0.45,34.591,lana_del_rey,3.145
chemtrails_over_the_country_club,3.6140411886335952,dance_till_we_die,6.2473,33.333,0.5609756097560976,0.2195,0.561,3.03,lana_del_rey,3.03
chemtrails_over_the_country_club,3.218155595875227,dark_but_just_a_game,6.3879,32.573,0.7083333333333334,0.3958,0.5417,13.029,lana_del_rey,22.801
chemtrails_over_the_country_club,3.859470570797252,for_free,6.3832,58.48,0.32,0.0,0.16,11.696,lana_del_rey,70.175
chemtrails_over_the_country_club,3.476300302795951,let_me_love_you_like_a_woman,5.523,145.062,0.6744186046511628,0.4651,0.5116,83.333,lana_del_rey,0.0
chemtrails_over_the_country_club,3.118197430761374,not_all_who_wander_are_lost,5.7519,69.686,0.6829268292682927,0.3659,0.561,83.624,lana_del_rey,0.0
chemtrails_over_the_country_club,4.069280369995105,tulsa_jesus_freak,6.3789,51.813,0.6557377049180327,0.5082,0.5574,51.813,lana_del_rey,5.181
chemtrails_over_the_country_club,3.796245381622649,white_dress,6.0839,121.065,0.64,0.26,0.58,4.843,lana_del_rey,2.421
chemtrails_over_the_country_club,3.7146617192457945,wild_at_heart,6.1143,140.805,0.5833333333333334,0.2857,0.5306,54.598,lana_del_rey,17.241
chemtrails_over_the_country_club,3.5212380811929433,yosemite,5.977,72.607,0.6744186046511628,0.2093,0.5581,29.703,lana_del_rey,0.0
did_you_know_ocean_blvd,4.485143148749781,A&W,6.6985,115.804,0.5609756097560976,0.3415,0.4756,40.872,lana_del_rey,31.335
did_you_know_ocean_blvd,3.6178405611516156,candy_necklace,6.0903,86.466,0.6363636363636364,0.3091,0.5818,30.075,lana_del_rey,7.519
did_you_know_ocean_blvd,3.428570089118975,did_you_know_that_theres_a_tunnel_under_ocean_blvd,6.1376,138.365,0.6222222222222222,0.413,0.5435,22.013,lana_del_rey,12.579
did_you_know_ocean_blvd,4.722160280393908,fingertips,7.1704,101.293,0.4107142857142857,0.0,0.1786,34.483,lana_del_rey,17.241
did_you_know_ocean_blvd,3.722636319948336,fishtail,6.3292,96.019,0.7101449275362319,0.2319,0.5652,96.019,lana_del_rey,4.684
did_you_know_ocean_blvd,4.359377914716119,grandfather_please_stand,6.4417,112.0,0.3235294117647059,0.1471,0.3529,36.0,lana_del_rey,16.0
did_you_know_ocean_blvd,3.498036067665984,jon_batiste_interlude,5.1706,141.361,0.6862745098039216,0.3019,0.5714,26.178,lana_del_rey,0.0
did_you_know_ocean_blvd,5.033214015923012,judah_smith_interlude,7.0882,87.028,0.40625,0.0,0.1912,67.323,lana_del_rey,8.21
did_you_know_ocean_blvd,4.073675999307595,kintsugi,6.5947,66.239,0.5423728813559322,0.2344,0.4375,14.957,lana_del_rey,29.915
did_you_know_ocean_blvd,3.4445488277869583,let_the_light_in,6.1067,61.594,0.5625,0.1818,0.3939,86.957,lana_del_rey,0.0
did_you_know_ocean_blvd,3.22720672922386,margaret,6.2492,34.574,0.6666666666666666,0.3889,0.5741,122.34,lana_del_rey,15.957
did_you_know_ocean_blvd,3.377443751081734,paris_texas,5.5023,47.619,0.5555555555555556,0.25,0.5,142.857,lana_del_rey,10.582
did_you_know_ocean_blvd,3.3446286242514107,peppers,5.9247,99.01,0.6896551724137931,0.569,0.6429,69.307,lana_del_rey,1.98
did_you_know_ocean_blvd,3.8844782633310633,sweet,6.5097,85.02,0.3870967741935484,0.0645,0.1935,64.777,lana_del_rey,12.146
did_you_know_ocean_blvd,4.05676721787546,taco_truck_x_VB,6.8546,112.735,0.6323529411764706,0.2286,0.5,52.192,lana_del_rey,2.088
did_you_know_ocean_blvd,3.639447619967647,the_grants,5.7228,176.678,0.5555555555555556,0.2222,0.4889,81.272,lana_del_rey,0.0
honeymoon,3.7567958110719153,24,5.8473,42.328,0.45161290322580644,0.2258,0.3226,105.82,lana_del_rey,10.582
honeymoon,3.5602948796802174,art_deco,5.9491,3.175,0.7,0.44,0.64,126.984,lana_del_rey,19.048
honeymoon,3.0269868333592873,burnt_norton,5.4457,0.0,0.3076923076923077,0.0,0.2143,0.0,lana_del_rey,0.0
honeymoon,3.5661089398374806,dont_let_me_be_misunderstood,6.2168,125.604,0.42857142857142855,0.1429,0.3571,48.309,lana_del_rey,0.0
honeymoon,3.060342016478572,freak,6.3494,56.657,0.7547169811320755,0.3962,0.566,70.822,lana_del_rey,2.833
honeymoon,3.246404976312798,god_knows_i_tried,5.1982,182.879,0.6052631578947368,0.3158,0.5789,0.0,lana_del_rey,3.891
honeymoon,3.777389939125684,high_by_the_beach,5.7785,79.208,0.64,0.3559,0.6102,44.554,lana_del_rey,0.0
honeymoon,2.415625609240554,honeymoon,6.0089,43.902,0.8,0.475,0.65,107.317,lana_del_rey,0.0
honeymoon,3.627750343290284,music_to_watch_boys_to,5.9152,138.587,0.6785714285714286,0.5357,0.6607,59.783,lana_del_rey,0.0
honeymoon,3.267015095993226,religion,6.0908,114.695,0.6744186046511628,0.3864,0.5682,75.269,lana_del_rey,3.584
honeymoon,3.3300097433668046,salvatore,5.1901,33.457,0.6744186046511628,0.3721,0.5814,33.457,lana_del_rey,0.0
honeymoon,3.410044500340505,swan_song,6.0018,37.975,0.7,0.42,0.6,75.949,lana_del_rey,0.0
honeymoon,3.7356660681024447,terrence_loves_you,5.6616,143.498,0.4838709677419355,0.129,0.3548,94.17,lana_del_rey,0.0
honeymoon,3.8218529759484436,the_blackest_day,6.368,136.253,0.6911764705882353,0.3714,0.6143,38.929,lana_del_rey,7.299
lust_for_life,3.6637133383602674,13_beaches.txt,6.1087,129.921,0.625,0.375,0.5357,35.433,lana_del_rey,0.0
lust_for_life,3.5601660005252156,beautiful_people_beautiful_problems.txt,5.9545,20.576,0.5897435897435898,0.2564,0.4615,0.0,lana_del_rey,24.691
lust_for_life,3.8738784344259662,change.txt,6.3155,64.838,0.5952380952380952,0.4048,0.5714,9.975,lana_del_rey,0.0
lust_for_life,3.6542637259970228,cherry.txt,6.04,101.887,0.5757575757575758,0.1212,0.5152,30.189,lana_del_rey,0.0
lust_for_life,3.722043251429531,coachella.txt,6.5318,75.829,0.6153846153846154,0.1852,0.463,23.697,lana_del_rey,47.393
lust_for_life,4.45006375643621,get_free.txt,6.3241,78.313,0.4807692307692308,0.25,0.4038,15.06,lana_del_rey,12.048
lust_for_life,4.010029204387171,god_bless_america.txt,6.193,103.774,0.6181818181818182,0.3455,0.5818,34.591,lana_del_rey,3.145
lust_for_life,3.647585439212223,groupie_love.txt,6.513,92.784,0.54,0.32,0.5,54.983,lana_del_rey,17.182
lust_for_life,4.337319739916597,heroin.txt,6.919,97.99,0.6029411764705882,0.1644,0.4658,27.638,lana_del_rey,5.025
lust_for_life,3.8307501784370426,in_my_feelings.txt,6.3097,152.542,0.6833333333333333,0.3833,0.5833,48.426,lana_del_rey,7.264
lust_for_life,3.1259619827626763,love.txt,5.6175,26.403,0.7291666666666666,0.375,0.6667,62.706,lana_del_rey,0.0
lust_for_life,3.538265568787485,lust_for_life.txt,5.7522,15.842,0.7419354838709677,0.5781,0.75,19.802,lana_del_rey,3.96
lust_for_life,3.738740578290821,summer_bummer.txt,6.3193,57.661,0.7195121951219512,0.241,0.6386,24.712,lana_del_rey,11.532
lust_for_life,4.244350822806771,tomorrow_never_came.txt,6.3541,79.096,0.5660377358490566,0.2075,0.5094,59.322,lana_del_rey,0.0
lust_for_life,3.7208517025725967,when_the_world_was_at_war.txt,6.0374,5.54,0.7142857142857143,0.5303,0.6212,41.551,lana_del_rey,2.77
lust_for_life,2.8221819586428727,white_mustang.txt,5.879,100.962,0.6470588235294118,0.2941,0.6176,120.192,lana_del_rey,0.0
newest,4.009286926505495,57_5,6.356,93.75,0.574468085106383,0.3542,0.5208,15.625,lana_del_rey,28.125
newest,3.1898980954642875,all_about_ethel,6.0189,86.957,0.3333333333333333,0.0,0.125,8.696,lana_del_rey,8.696
newest,3.4126878900165245,bluebird,5.9493,53.892,0.5,0.3438,0.4375,29.94,lana_del_rey,23.952
newest,4.166333549959637,henry_come_on,6.5938,43.956,0.5789473684210527,0.3443,0.5574,41.209,lana_del_rey,41.209
nfr,3.481714572986073,bartender,6.4914,98.462,0.6590909090909091,0.2727,0.6136,9.231,lana_del_rey,15.385
nfr,3.862059595898176,california,6.4316,43.269,0.6382978723404256,0.383,0.5745,122.596,lana_del_rey,0.0
nfr,3.2624145846972676,cinnamon_girl,5.515,128.527,0.675,0.6,0.7,56.426,lana_del_rey,0.0
nfr,2.63045569741692,doin_time,6.1374,57.143,0.7560975609756098,0.4634,0.5366,3.175,lana_del_rey,22.222
nfr,3.1631205007840095,fck_it_i_love_you,6.0877,143.82,0.7627118644067796,0.3729,0.6102,80.899,lana_del_rey,0.0
nfr,3.5513001232803023,happiness_is_a_butterfly,6.381,94.987,0.7222222222222222,0.4074,0.5926,47.493,lana_del_rey,10.554
nfr,4.386636752759834,hope_is_a_dangerous_thing,6.7906,128.878,0.5538461538461539,0.1642,0.5373,9.547,lana_del_rey,7.16
nfr,3.435698780751651,how_to_disappear,6.5348,76.142,0.5,0.1071,0.5,30.457,lana_del_rey,45.685
nfr,3.8430101595548556,love_song,6.1327,90.909,0.5428571428571428,0.4,0.4857,68.182,lana_del_rey,0.0
nfr,2.1923291847781257,norman_fcking_rockwell,5.7178,66.986,0.75,0.3889,0.5833,162.679,lana_del_rey,0.0
nfr,3.086716575900036,the_greatest,6.1804,112.971,0.5151515151515151,0.1515,0.5152,12.552,lana_del_rey,8.368
nfr,3.8356458738189905,the_next_best_american_record,6.2701,95.238,0.6222222222222222,0.4444,0.5333,30.812,lana_del_rey,14.006
nfr,3.8423079896957377,venice_btch,6.4966,93.023,0.5384615384615384,0.225,0.475,119.601,lana_del_rey,9.967
ultraviolence,2.8647331461128958,black_beauty.txt,5.7049,59.055,0.6888888888888889,0.4222,0.6222,70.866,lana_del_rey,11.811
ultraviolence,3.835838281815867,brooklyn_baby.txt,5.9185,134.615,0.7027027027027027,0.3108,0.6081,24.038,lana_del_rey,21.635
ultraviolence,3.5031264930285433,cruel_world.txt,5.8732,111.702,0.7910447761194029,0.3881,0.7121,117.021,lana_del_rey,0.0
ultraviolence,2.8295207658347543,fcked_my_way_up_to_the_top.txt,5.228,156.934,0.7659574468085106,0.5106,0.6957,58.394,lana_del_rey,0.0
ultraviolence,4.311719510677131,florida_kilos.txt,6.3477,45.872,0.5660377358490566,0.377,0.541,36.697,lana_del_rey,6.116
ultraviolence,3.651537305221041,guns_and_roses.txt,5.4044,34.632,0.5652173913043478,0.3043,0.5217,60.606,lana_del_rey,56.277
ultraviolence,3.0273644129016373,money_power_glory.txt,5.7269,72.289,0.6829268292682927,0.439,0.6341,76.305,lana_del_rey,24.096
ultraviolence,3.4748475052706205,old_money.txt,5.6861,51.948,0.5882352941176471,0.2353,0.5294,99.567,lana_del_rey,0.0
ultraviolence,3.0923142370125563,pretty_when_you_cry.txt,5.2725,211.864,0.6388888888888888,0.2222,0.5278,93.22,lana_del_rey,4.237
ultraviolence,2.511637076230318,sad_girl.txt,5.1642,103.093,0.8484848484848485,0.6212,0.8182,41.237,lana_del_rey,38.66
ultraviolence,3.0645783739023833,shades_of_cool.txt,5.9287,51.282,0.6857142857142857,0.2105,0.5405,72.65,lana_del_rey,85.47
ultraviolence,3.3087513512471665,the_other_woman.txt,5.7799,0.0,0.47619047619047616,0.0476,0.381,0.0,lana_del_rey,70.922
ultraviolence,4.329239931817578,ultraviolence.txt,6.2967,123.239,0.3611111111111111,0.2917,0.4375,28.169,lana_del_rey,45.775
ultraviolence,3.233137277965342,west_coast,6.1825,118.687,0.7272727272727273,0.3929,0.6429,68.182,lana_del_rey,35.354
melodrama,3.1571101627362244,green-light,5.898,128.146,0.7346938775510204,0.5102,0.6735,41.19,lorde,13.73
melodrama,4.555771989508852,hard-feelings-loveless,6.9159,76.023,0.5441176470588235,0.2647,0.4559,38.986,lorde,3.899
melodrama,3.707908266156973,homemade-dynamite,5.8897,39.634,0.6170212765957447,0.4894,0.5745,39.634,lorde,3.049
melodrama,2.7489400470054295,liability-reprise,5.3328,47.244,0.5294117647058824,0.1176,0.2941,110.236,lorde,0.0
melodrama,4.184783501155406,liability,6.4593,98.039,0.45652173913043476,0.1957,0.3696,47.059,lorde,35.294
melodrama,3.482332871750515,perfect-places,6.2205,51.587,0.625,0.3415,0.5122,3.968,lorde,3.968
melodrama,2.6207618839228677,sober-ii,5.6275,24.194,0.7631578947368421,0.3947,0.6053,64.516,lorde,4.032
melodrama,4.263141411636539,sober,6.3292,58.455,0.6103896103896104,0.3506,0.5526,50.104,lorde,0.0
melodrama,3.488458919999327,supercut,5.9499,89.974,0.7068965517241379,0.431,0.6897,48.843,lorde,0.0
melodrama,3.6515647950055827,the-louvre,5.9337,50.296,0.6041666666666666,0.5,0.5833,41.42,lorde,5.917
melodrama,3.7098683589017414,writer-in-the-dark,5.8851,89.744,0.5,0.4375,0.5,105.769,lorde,6.41
pure-heroine,3.016753179801895,400-lux,6.0384,88.542,0.7115384615384616,0.5192,0.6731,83.333,lorde,0.0
pure-heroine,3.2726573753862493,a-world-alone,5.5893,29.748,0.6923076923076923,0.5192,0.6346,16.018,lorde,13.73
pure-heroine,4.261931670780542,buzzcut-season,6.4706,30.822,0.5319148936170213,0.3191,0.383,41.096,lorde,3.425
pure-heroine,3.955013002512994,glory-and-gore,6.6563,14.963,0.5423728813559322,0.4068,0.5085,29.925,lorde,14.963
pure-heroine,3.8033407825116514,ribs,6.1859,59.896,0.6666666666666666,0.549,0.6471,31.25,lorde,15.625
pure-heroine,4.267976439385301,royals,6.5303,45.455,0.56,0.46,0.5,29.412,lorde,0.0
pure-heroine,4.185542933847564,still-sane,6.2965,103.806,0.4782608695652174,0.3696,0.413,3.46,lorde,10.381
pure-heroine,4.131867988436426,team,6.3141,32.698,0.5098039215686274,0.3846,0.4615,24.523,lorde,13.624
pure-heroine,3.2758361633051267,tennis-court,6.4111,44.503,0.5909090909090909,0.3636,0.5455,13.089,lorde,10.471
pure-heroine,3.8802510855608423,white-teeth-teens,6.323,45.603,0.5909090909090909,0.3636,0.5227,32.573,lorde,9.772
solar-power,2.9013636691975435,big-star,6.1419,103.448,0.5833333333333334,0.25,0.5417,63.218,lorde,5.747
solar-power,3.299866874414479,california,6.2073,68.548,0.5483870967741935,0.3548,0.4194,16.129,lorde,0.0
solar-power,3.6732696895151085,dominoes,6.1846,30.864,0.4,0.08,0.24,86.42,lorde,12.346
solar-power,3.2089873002588,fallen-fruit,5.713,27.211,0.5,0.2609,0.3043,0.0,lorde,0.0
solar-power,2.1556390622295662,leader-of-a-new-regime,5.3539,41.096,0.375,0.0,0.125,0.0,lorde,0.0
solar-power,3.8045822176135298,mood-ring,6.6433,102.837,0.5142857142857142,0.2368,0.4737,21.277,lorde,3.546
solar-power,4.411947585047356,oceanic-feeling,6.6594,76.056,0.5263157894736842,0.1552,0.3684,19.718,lorde,25.352
solar-power,4.458158120379349,secrets-from-a-girl,6.7597,15.0,0.40816326530612246,0.22,0.36,82.5,lorde,2.5
solar-power,4.009286926505495,solar-power,6.2061,88.983,0.48936170212765956,0.283,0.4151,29.661,lorde,0.0
solar-power,4.387465039153175,stoned-at-the-nail-salon,6.5746,82.474,0.38461538461538464,0.2564,0.3846,17.182,lorde,13.746
solar-power,4.103909910282364,the-man-with-the-axe,6.7308,83.333,0.19230769230769232,0.0,0.1538,54.167,lorde,12.5
solar-power,3.3056450063529996,the-path,5.9539,55.556,0.5,0.2222,0.3704,22.222,lorde,0.0
virgin,3.501408974218055,broken-glass,6.2109,79.208,0.7222222222222222,0.2778,0.5926,13.201,lorde,23.102
virgin,3.1219280948873624,clearblue,6.3099,155.0,0.35,0.0435,0.2174,45.0,lorde,10.0
virgin,4.53763508744351,current-affairs,6.2962,79.882,0.45098039215686275,0.1961,0.3137,44.379,lorde,8.876
virgin,3.7865221495303647,david,6.1013,91.286,0.45454545454545453,0.1212,0.303,33.195,lorde,0.0
virgin,3.925173236956996,favourite-daughter,6.4919,106.529,0.4473684210526316,0.0789,0.3158,54.983,lorde,6.873
virgin,3.06610893983748,GRWM,5.4267,31.414,0.6071428571428571,0.3,0.4667,15.707,lorde,5.236
virgin,3.925421221006455,hammer,6.573,121.212,0.5238095238095238,0.2857,0.375,20.202,lorde,3.367
virgin,3.8805646661291595,if-she-could-see-me-now,6.3482,96.085,0.42424242424242425,0.1212,0.2727,17.794,lorde,24.911
virgin,3.6835423624332306,man-of-the-year,5.923,107.143,0.5,0.25,0.4167,3.968,lorde,3.968
virgin,4.234893200433141,shapeshifter,6.2896,132.316,0.5357142857142857,0.2667,0.4915,22.901,lorde,7.634
virgin,3.899813585490034,what-was-that,6.4938,113.043,0.5531914893617021,0.2128,0.4468,37.681,lorde,5.797
ancient_dreams_in_a_modern_land,3.7344000214300905,ancient_dreams_in_a_modern_land,6.0325,107.317,0.6170212765957447,0.4894,0.617,36.585,marina,0.0
ancient_dreams_in_a_modern_land,4.082706586884286,flowers,6.2988,96.354,0.5454545454545454,0.3818,0.4909,67.708,marina,2.604
ancient_dreams_in_a_modern_land,2.8805008600064506,free_woman,5.581,140.351,0.7307692307692307,0.5192,0.6923,31.579,marina,35.088
ancient_dreams_in_a_modern_land,4.058323880188557,goodbye,6.2389,97.015,0.5,0.3333,0.4583,33.582,marina,0.0
ancient_dreams_in_a_modern_land,3.6479820815528057,happy_loner,5.8983,146.617,0.5405405405405406,0.3684,0.5263,0.0,marina,3.759
ancient_dreams_in_a_modern_land,3.4373035612628624,highly_emotional_people,5.9736,61.224,0.5428571428571428,0.4286,0.5143,93.878,marina,4.082
ancient_dreams_in_a_modern_land,3.100301648814703,i_love_you_but_i_love_me_more,6.07,97.297,0.6428571428571429,0.4884,0.5581,140.541,marina,2.703
ancient_dreams_in_a_modern_land,3.730014054540021,mans_world,6.3214,67.616,0.5609756097560976,0.3415,0.5854,28.47,marina,14.235
ancient_dreams_in_a_modern_land,3.7532696895151085,new_america,6.354,3.745,0.6,0.32,0.46,89.888,marina,14.981
ancient_dreams_in_a_modern_land,4.0862800457568484,pandoras_box,6.1523,103.053,0.475,0.3488,0.4419,45.802,marina,3.817
ancient_dreams_in_a_modern_land,3.7873017372529416,pink_convertible,6.4465,25.735,0.5555555555555556,0.25,0.4722,3.676,marina,3.676
ancient_dreams_in_a_modern_land,3.8472650427602857,purge_the_poison,6.9475,35.794,0.576271186440678,0.4068,0.4746,64.877,marina,4.474
ancient_dreams_in_a_modern_land,3.6237582389222087,venus_fly_trap,6.1795,103.333,0.6538461538461539,0.3774,0.5577,70.0,marina,3.333
electra_heart,3.5738085129044896,bubblegum_btch,6.0589,134.921,0.5454545454545454,0.3333,0.4167,71.429,marina,3.968
electra_heart,3.0569582421354604,buy_the_stars,5.8222,36.036,0.7884615384615384,0.5,0.6731,132.132,marina,0.0
electra_heart,2.578551990991326,electra_heart,5.0029,101.01,0.5294117647058824,0.3529,0.4118,60.606,marina,90.909
electra_heart,2.6260790752930068,EVOL,5.3965,46.921,0.8043478260869565,0.4348,0.6304,38.123,marina,0.0
electra_heart,3.9468543656567667,fear_and_loathing,6.3348,64.935,0.5208333333333334,0.22,0.52,19.481,marina,12.987
electra_heart,3.745095649545759,homewrecker,6.2635,111.801,0.525,0.3333,0.5185,18.634,marina,31.056
electra_heart,2.284020418959504,how_to_be_a_heartbreaker,5.9433,50.0,0.7674418604651163,0.5116,0.6279,56.25,marina,43.75
electra_heart,2.7700333844140457,hypocrates,5.4134,84.821,0.6333333333333333,0.3333,0.5667,125.0,marina,0.0
electra_heart,3.118670633854372,lies,5.8583,54.152,0.6666666666666666,0.4545,0.6061,79.422,marina,0.0
electra_heart,3.8142581036547423,living_dead,5.689,125.413,0.6296296296296297,0.4035,0.6316,3.3,marina,0.0
electra_heart,2.3524876891689535,lonely_hearts_club,5.1798,83.744,0.68,0.6,0.64,68.966,marina,0.0
electra_heart,3.0942355015040883,power_and_control,5.4513,58.824,0.78,0.54,0.64,69.204,marina,0.0
electra_heart,4.198245434670841,primadonna,6.3476,116.751,0.6206896551724138,0.431,0.6034,40.609,marina,0.0
electra_heart,3.098146605815929,radioactive,5.7164,159.533,0.6666666666666666,0.5128,0.6667,54.475,marina,0.0
electra_heart,3.544876086303668,sex_yeah,5.6031,53.459,0.6086956521739131,0.3696,0.5217,25.157,marina,9.434
electra_heart,3.373796296941798,starring_role,6.3048,87.662,0.5882352941176471,0.2647,0.5,71.429,marina,0.0
electra_heart,3.6870887288625167,teen_idle,6.0845,135.135,0.6607142857142857,0.375,0.5179,0.0,marina,0.0
electra_heart,3.1774353171027925,the_state_of_dreaming,5.2543,103.448,0.6666666666666666,0.4545,0.6364,7.663,marina,15.326
electra_heart,3.0494520727893937,valley_of_the_dolls,5.5894,74.906,0.75,0.5745,0.6596,3.745,marina,0.0
froot,3.249186853622043,better_than_that,6.4098,38.202,0.7285714285714285,0.4714,0.6429,58.427,marina,29.213
froot,2.9899519000739607,blue,5.7692,85.47,0.7586206896551724,0.4655,0.6724,34.188,marina,0.0
froot,3.375222374437917,cant_pin_me_down,5.8585,141.643,0.6379310344827587,0.3966,0.4655,150.142,marina,0.0
froot,4.00966980210015,forget,6.5996,113.208,0.5,0.2222,0.4074,12.579,marina,3.145
froot,4.19652372075009,froot,6.7116,100.0,0.6376811594202898,0.3649,0.5405,69.767,marina,4.651
froot,3.6381404237049173,gold,5.98,136.546,0.5151515151515151,0.2424,0.4242,40.161,marina,4.016
froot,3.1361747996717444,happy,6.0342,142.222,0.6388888888888888,0.2222,0.4722,8.889,marina,0.0
froot,4.302317710526794,immortal,6.4352,65.445,0.6,0.3143,0.5143,15.707,marina,0.0
froot,3.341376295022148,im_a_ruin,6.0091,113.573,0.717391304347826,0.2826,0.5435,52.632,marina,0.0
froot,4.696707011922632,savages,6.7023,14.118,0.5074626865671642,0.25,0.3824,16.471,marina,2.353
froot,3.442646174825018,solitaire,6.322,120.0,0.6170212765957447,0.4043,0.4681,20.0,marina,12.0
froot,3.4602683866601702,weeds,5.789,82.645,0.673469387755102,0.449,0.551,20.661,marina,24.793
love+fear,4.217374035857174,baby,7.0851,82.938,0.5576923076923077,0.1967,0.4262,30.806,marina,2.37
love+fear,3.61572460544717,believe_in_love,6.1087,115.108,0.5294117647058824,0.3235,0.4706,64.748,marina,0.0
love+fear,3.0354483736551297,emotional_machine,5.9917,115.942,0.6857142857142857,0.3429,0.4286,62.802,marina,0.0
love+fear,3.554878204848582,end_of_the_earth,5.5211,51.793,0.5675675675675675,0.3514,0.4865,51.793,marina,0.0
love+fear,3.7022771489976027,enjoy_your_life,5.7828,6.116,0.6595744680851063,0.383,0.5957,119.266,marina,30.581
love+fear,3.2077174691301487,handmade_heaven,5.4537,49.327,0.7,0.325,0.65,0.0,marina,17.937
love+fear,3.659547280491974,karma,5.8167,115.789,0.7377049180327869,0.5246,0.623,55.263,marina,2.632
love+fear,3.891981767468677,life_is_strange,5.7685,61.856,0.5348837209302325,0.4186,0.5349,0.0,marina,3.436
love+fear,3.8496034342199215,no_more_suckers,6.3966,111.465,0.5476190476190477,0.4524,0.4762,44.586,marina,22.293
love+fear,3.001126632969904,orange_trees,5.4514,58.824,0.717391304347826,0.5217,0.6087,16.34,marina,0.0
love+fear,3.1575954488926588,soft_to_be_strong,5.5139,97.046,0.5882352941176471,0.2941,0.4706,16.878,marina,0.0
love+fear,3.084183719779189,superstar,5.91,150.877,0.65,0.45,0.575,80.702,marina,3.509
love+fear,3.3556622566571854,too_afraid,5.6589,157.191,0.660377358490566,0.5283,0.6415,13.378,marina,0.0
love+fear,3.976655507248057,to_be_human,6.149,53.073,0.5918367346938775,0.3061,0.4694,5.587,marina,2.793
love+fear,3.0061047607892837,true,5.6384,0.0,0.74,0.56,0.64,51.429,marina,31.429
love+fear,1.242956491521983,you,4.5696,86.142,0.8409090909090909,0.5,0.7727,344.569,marina,0.0
princess_of_power,4.2791058155843915,adult_girl,6.6797,102.362,0.42857142857142855,0.0233,0.3721,7.874,marina,11.811
princess_of_power,3.5470813496587974,butterfly,6.1818,161.725,0.7049180327868853,0.3906,0.625,40.431,marina,0.0
