album,phonetic_entropy,song,lexical_entropy,first_person_rate,phonetic_repetition_rate,repetition_rate,line_end_similarity,second_person_rate,artist,third_person_rate
princess_of_power,4.289739713209974,cuntissimo,6.5234,77.295,0.5636363636363636,0.2931,0.431,53.14,marina,19.324
princess_of_power,3.783115502544989,cupids_girl,6.1325,70.336,0.660377358490566,0.4528,0.6604,107.034,marina,0.0
princess_of_power,3.4127619146129993,digital_fantasy,5.8311,66.066,0.6779661016949152,0.3729,0.5763,126.126,marina,0.0
princess_of_power,4.138261916391485,everybody_knows_im_sad,6.4183,166.667,0.5454545454545454,0.3273,0.4727,2.976,marina,8.929
princess_of_power,3.855590499066147,final_boss,6.2016,91.811,0.6153846153846154,0.4909,0.5818,119.107,marina,2.481
princess_of_power,3.9211563955744917,hello_kitty,5.7904,150.997,0.7049180327868853,0.6393,0.6885,88.319,marina,0.0
princess_of_power,3.2509573987077274,how_to_say_goodbye,6.021,109.756,0.6829268292682927,0.3256,0.5814,82.317,marina,0.0
princess_of_power,3.2621698669252006,i_heart_you,5.6907,132.948,0.7166666666666667,0.5231,0.6615,112.717,marina,0.0
princess_of_power,3.240666778813851,je_ne_sais_quoi,5.7896,81.871,0.6129032258064516,0.5111,0.6,87.719,marina,11.696
princess_of_power,2.9350989715563496,key_to_the_castle,4.3591,5.814,0.6875,0.5417,0.5625,40.698,marina,0.0
princess_of_power,3.5773238024297203,metallic_stallion,6.1974,121.711,0.5909090909090909,0.3182,0.5,32.895,marina,55.921
princess_of_power,3.356953841565443,princess_of_power,6.3721,101.877,0.7258064516129032,0.4615,0.6308,21.448,marina,2.681
princess_of_power,3.5094780043561267,rollercoaster,5.6814,156.25,0.5882352941176471,0.4118,0.4706,7.812,marina,0.0
princess_of_power,3.415375234079965,sex_is_power,5.683,61.905,0.6909090909090909,0.4364,0.6182,64.286,marina,0.0
princess_of_power,4.01894920882981,unfamiliar_heavens,6.2593,92.199,0.5111111111111111,0.3261,0.4783,21.277,marina,14.184
the_family_jewels,4.039532122846974,are_you_satisfied,6.1032,102.894,0.5925925925925926,0.2593,0.5,70.74,marina,3.215
the_family_jewels,3.585987907082474,girls,5.9165,49.563,0.6964285714285714,0.5263,0.5965,43.732,marina,43.732
the_family_jewels,3.2160402791399614,guilty,5.6561,144.444,0.7222222222222222,0.5556,0.6481,11.111,marina,3.704
the_family_jewels,3.855726524396935,hermit_the_frog,6.445,97.71,0.7529411764705882,0.5412,0.7412,36.641,marina,27.481
the_family_jewels,3.3455625892632064,hollywood,6.2708,65.147,0.6888888888888889,0.3261,0.5,45.603,marina,9.772
the_family_jewels,3.088960028056005,i_am_not_a_robot,5.651,64.655,0.5757575757575758,0.303,0.5455,86.207,marina,0.0
the_family_jewels,3.275644772513433,mowglis_road,5.8893,75.949,0.6666666666666666,0.2821,0.3846,25.316,marina,0.0
the_family_jewels,3.423082267265211,numb,6.0325,101.045,0.7021276595744681,0.4043,0.617,6.969,marina,0.0
the_family_jewels,3.840018266288633,obsessions,6.686,56.14,0.4375,0.1818,0.2727,59.649,marina,0.0
the_family_jewels,3.7869790280186395,oh_no,5.6463,151.762,0.6538461538461539,0.4808,0.5769,8.13,marina,0.0
the_family_jewels,3.6964393446710155,rootless,5.9506,105.263,0.625,0.3659,0.5122,4.386,marina,26.316
the_family_jewels,2.6489559041599935,shampain,5.6807,43.86,0.7222222222222222,0.4444,0.6111,0.0,marina,0.0
the_family_jewels,3.7373393393006653,the_family_jewels,6.1667,84.142,0.6481481481481481,0.4074,0.537,29.126,marina,12.945
the_family_jewels,3.1873814611915625,the_outsider,5.5347,127.451,0.7017543859649122,0.4737,0.6316,19.608,marina,3.268
ariel,4.853055907333276,cut,6.3639,45.113,0.225,0.0,0.05,37.594,poetry,7.519
ariel,3.3105266537123303,daddy,7.0496,71.705,0.5974025974025974,0.0,0.375,62.016,poetry,11.628
ariel,4.984769618706744,elm,6.9109,80.537,0.10526315789473684,0.0,0.0714,26.846,poetry,20.134
ariel,5.058640193643929,getting_there,6.9094,38.76,0.38095238095238093,0.0294,0.1471,2.584,poetry,15.504
ariel,5.478610178408274,lady_lazarus,7.0088,88.452,0.37349397590361444,0.0,0.2143,12.285,poetry,4.914
ariel,5.361313030086848,lesbos,7.5031,45.677,0.4222222222222222,0.0,0.3043,55.465,poetry,34.258
ariel,4.814511455679293,medusa,6.8667,63.636,0.24390243902439024,0.0,0.0698,54.545,poetry,9.091
ariel,3.875,morning_song,6.3777,37.037,0.0625,0.0,0.0,74.074,poetry,0.0
ariel,3.095795255000934,poppies_in_october,5.8457,27.397,0.18181818181818182,0.0,0.0,0.0,poetry,13.699
ariel,3.773557262275186,sheep_in_fog,5.6271,72.464,0.06666666666666667,0.0,0.0,0.0,poetry,28.986
ariel,4.511768795973195,the_applicant,6.6042,21.186,0.3,0.025,0.15,72.034,poetry,0.0
ariel,3.238901256602631,the_couriers,5.292,24.096,0.23076923076923078,0.0,0.0,0.0,poetry,0.0
ariel,4.132944044980959,the_night_dances,6.3378,37.594,0.2692307692307692,0.0,0.0714,30.075,poetry,22.556
ariel,5.054608608599498,tulips,7.4345,82.524,0.3387096774193548,0.0,0.1719,3.236,poetry,45.307
ariel,4.783000287709756,wintering,6.7395,26.756,0.3191489361702128,0.0,0.2,0.0,poetry,46.823
my_poetry,4.983809352191813,after_the_wave,6.7019,75.377,0.29411764705882354,0.0,0.0741,85.427,poetry,0.0
my_poetry,4.563856189774725,cosmology,5.6456,65.789,0.04,0.0,0.04,78.947,poetry,0.0
my_poetry,3.6753108689123635,diamond_veins,6.384,120.536,0.30434782608695654,0.0,0.087,116.071,poetry,4.464
my_poetry,5.280728783264809,enjambment,6.7166,119.601,0.3717948717948718,0.0,0.2532,93.023,poetry,0.0
my_poetry,4.495659814446203,from_the_hotel_lobby,6.103,82.09,0.32558139534883723,0.0,0.2093,97.015,poetry,29.851
my_poetry,5.296452949066458,hey_girly_text,7.0752,107.943,0.4387755102040816,0.0,0.21,63.136,poetry,48.88
my_poetry,4.640223928941852,ink_scars,6.4218,66.667,0.13333333333333333,0.0,0.0645,26.667,poetry,33.333
my_poetry,4.8329233459759635,in_another_lifetime,6.5917,69.149,0.24390243902439024,0.0,0.0476,90.426,poetry,15.957
my_poetry,3.4182958340544896,i_drew_you,5.7579,137.5,0.08333333333333333,0.0,0.0,87.5,poetry,0.0
my_poetry,4.375487065435391,i_never_corrected_you,5.8318,145.161,0.36585365853658536,0.1463,0.1707,80.645,poetry,0.0
my_poetry,4.700439718141092,liminal,5.9891,0.0,0.0,0.0,0.0333,30.303,poetry,0.0
my_poetry,5.414525120654194,objects_that_outlived_us,6.9149,76.433,0.27692307692307694,0.0,0.1791,44.586,poetry,3.185
my_poetry,4.94770277922009,pitiful_blessing,6.421,103.448,0.1111111111111111,0.0,0.1081,34.483,poetry,27.586
my_poetry,4.004886164091842,projection,6.3126,100.84,0.18181818181818182,0.0,0.1364,67.227,poetry,0.0
my_poetry,4.609383763272786,tide_pod_dreams,6.3923,95.541,0.23684210526315788,0.0526,0.1316,44.586,poetry,6.369
my_poetry,3.807354922057604,why_now,5.9617,84.211,0.0,0.0,0.1333,73.684,poetry,31.579
ocean_vuong_poetry,5.245447224305562,aubade_with_burning_city,6.8878,11.73,0.2222222222222222,0.0556,0.2037,8.798,poetry,64.516
ocean_vuong_poetry,3.9219280948873627,a_little_closer_to_the_edge,6.5137,20.979,0.2,0.0,0.05,6.993,poetry,76.923
ocean_vuong_poetry,3.3735572622751855,detonation,5.7149,40.404,0.2,0.0,0.0667,30.303,poetry,10.101
ocean_vuong_poetry,4.51364592935837,devotion,6.327,56.452,0.23529411764705882,0.0,0.1471,16.129,poetry,0.0
ocean_vuong_poetry,5.101345257520842,essay_on_craft,6.3812,70.423,0.05405405405405406,0.0,0.0526,0.0,poetry,7.042
ocean_vuong_poetry,4.2603326005698765,eurydice,6.4358,18.75,0.25806451612903225,0.0,0.1875,18.75,poetry,31.25
ocean_vuong_poetry,5.5337459306174965,not_even_this,7.8171,73.479,0.3076923076923077,0.0,0.2143,20.666,poetry,16.073
ocean_vuong_poetry,5.041215361181876,on_earth_we're_briefly_gorgeous,7.488,65.868,0.3698630136986301,0.1333,0.1692,29.94,poetry,15.968
ocean_vuong_poetry,4.773557262275186,prayer_for_the_newly_damned,6.6753,28.846,0.06666666666666667,0.0,0.125,14.423,poetry,24.038
ocean_vuong_poetry,4.86085620031076,someday_i'll_love_ocean_vuong,6.6863,7.722,0.1951219512195122,0.0,0.0714,61.776,poetry,3.861
ocean_vuong_poetry,3.905764584655453,the_touch,6.1664,83.969,0.1111111111111111,0.0,0.1667,0.0,poetry,45.802
ocean_vuong_poetry,4.933660689688185,to_my_father_to_my_future_son,6.9574,57.348,0.3,0.0,0.1176,50.179,poetry,10.753
terrance-hayes,3.546593564294939,a-machine,6.1191,74.83,0.07692307692307693,0.0,0.0,27.211,poetry,0.0
terrance-hayes,5.82744510191387,american-sonnet,8.1151,28.317,0.4264705882352941,0.1074,0.3154,35.599,poetry,10.518
terrance-hayes,4.293660689688186,anchor-head,6.009,50.0,0.16,0.0,0.1111,7.143,poetry,0.0
terrance-hayes,5.1240932663154,at-pegasus,6.7974,59.908,0.1590909090909091,0.0,0.0667,0.0,poetry,46.083
terrance-hayes,4.20184123230257,barberism,6.5637,70.755,0.09523809523809523,0.0,0.0,0.0,poetry,61.321
terrance-hayes,3.546593564294939,cocktails-with-orpheus,6.4665,52.632,0.07692307692307693,0.0,0.0769,5.848,poetry,52.632
terrance-hayes,4.47823219741386,derrick-poem,7.1896,73.746,0.22580645161290322,0.0,0.0968,0.0,poetry,32.448
terrance-hayes,4.984183719779189,for-crying-out-loud,7.3116,47.753,0.15,0.0,0.0,2.809,poetry,5.618
terrance-hayes,5.3113582507400405,gentle-measures,7.9171,64.685,0.45794392523364486,0.0,0.2844,15.734,poetry,31.469
terrance-hayes,3.4677201004744993,god-is-an-american,6.1103,52.632,0.14285714285714285,0.0,0.0,19.737,poetry,0.0
terrance-hayes,3.998734053066622,muscular-fantasy,7.0642,23.018,0.5208333333333334,0.0,0.2653,10.23,poetry,15.345
terrance-hayes,4.323231428797621,new-york-poem,6.4496,30.973,0.26666666666666666,0.0,0.1935,8.85,poetry,13.274
terrance-hayes,4.60673935401532,shafro,6.5354,98.266,0.07407407407407407,0.0,0.0741,11.561,poetry,23.121
terrance-hayes,4.8795258011130995,the-carpenter-ant,7.0202,47.745,0.20930232558139536,0.0,0.1111,5.305,poetry,31.83
terrance-hayes,4.5358485029514135,what-i-am,6.9988,81.712,0.23529411764705882,0.0,0.0833,11.673,poetry,31.128
terrance-hayes,3.4721634603655414,what-would-you-ask-the-artist,7.1429,29.57,0.6111111111111112,0.0,0.3784,40.323,poetry,16.129
terrance-hayes,5.18180425036562,wigphrastic,7.6359,25.197,0.328125,0.0,0.1159,17.323,poetry,14.173
terrance-hayes,4.389898095464288,wind-in-a-box,6.197,86.687,0.23333333333333334,0.0,0.0625,27.864,poetry,0.0
terrance-hayes,4.6570285688145585,woofer,7.4763,52.533,0.375,0.0,0.193,9.381,poetry,26.266
the_colossus,3.521640636343318,aftermath,6.0487,0.0,0.14285714285714285,0.0,0.0714,0.0,poetry,54.945
the_colossus,4.879143374026009,blue_moles,6.9815,8.264,0.11428571428571428,0.0,0.0556,0.0,poetry,37.19
the_colossus,3.94770277922009,departure,6.1699,0.0,0.1111111111111111,0.0,0.0,0.0,poetry,8.403
the_colossus,3.521640636343318,faun,6.1669,0.0,0.14285714285714285,0.0,0.0,0.0,poetry,21.978
the_colossus,5.095795255000934,hardcastle_crags,6.8999,0.0,0.18181818181818182,0.0,0.0667,0.0,poetry,53.968
the_colossus,4.02816835798553,lorelei,6.8147,16.393,0.35294117647058826,0.0,0.1944,38.251,poetry,16.393
the_colossus,4.315824333525708,moonrise,6.7406,13.699,0.19230769230769232,0.0,0.1333,4.566,poetry,22.831
the_colossus,3.669149588474264,night_shift,6.3066,8.85,0.2608695652173913,0.0,0.1667,0.0,poetry,8.85
the_colossus,4.59306920777189,ouija,6.9962,8.772,0.10714285714285714,0.0,0.0625,0.0,poetry,70.175
the_colossus,5.155548692057138,point_shirley,7.1072,14.599,0.19148936170212766,0.0,0.0833,7.299,poetry,29.197
the_colossus,5.003055907333276,sow,7.1706,0.0,0.15,0.0,0.0889,0.0,poetry,25.455
the_colossus,3.6901165175936645,suicide_off_egg_rock,6.4546,17.045,0.17647058823529413,0.0,0.125,0.0,poetry,51.136
the_colossus,4.504706483564822,the_colossus,6.7294,40.724,0.1111111111111111,0.0,0.0667,45.249,poetry,4.525
the_colossus,4.375222374437917,the_eye-mote,6.5863,53.922,0.20689655172413793,0.0,0.1,0.0,poetry,4.902
the_colossus,3.506890595608519,the_manor_garden,5.9917,0.0,0.2,0.0,0.1,26.549,poetry,26.549
the_colossus,5.12905693678402,the_thin_people,6.9723,0.0,0.1702127659574468,0.0,0.0851,0.0,poetry,59.603
the_colossus,3.6069367321753214,two_views_of_a_cadaver_room,6.5085,0.0,0.36363636363636365,0.0,0.1818,0.0,poetry,85.227
violet_bent_backwards_over_the_grass,4.718488437474712,bare_feet_on_linoleum,6.8255,51.724,0.15151515151515152,0.0,0.1515,30.172,poetry,17.241
violet_bent_backwards_over_the_grass,4.3665208755696945,happy,6.4819,96.154,0.4489795918367347,0.0816,0.3061,38.462,poetry,10.989
violet_bent_backwards_over_the_grass,4.9785923170531,la_who_am_i_to_love_you,7.366,130.221,0.5053763440860215,0.0105,0.3368,41.769,poetry,6.143
violet_bent_backwards_over_the_grass,4.29444641840572,my_bedroom_is_a_sacred_place_now,6.6023,132.716,0.3142857142857143,0.0571,0.2286,40.123,poetry,15.432
violet_bent_backwards_over_the_grass,4.831074987250572,never_to_heaven,6.7805,67.114,0.1891891891891892,0.0,0.1795,20.134,poetry,3.356
violet_bent_backwards_over_the_grass,4.909686574830371,paradise_is_very_fragile,7.182,75.556,0.36507936507936506,0.0469,0.2188,33.333,poetry,6.667
violet_bent_backwards_over_the_grass,3.4982847345726755,past_the_bushes_cypress_thriving,6.7773,7.576,0.603448275862069,0.0345,0.5,68.182,poetry,7.576
violet_bent_backwards_over_the_grass,3.0436450333085068,quiet_waiter_blue_forever,6.5046,83.832,0.5,0.0,0.303,35.928,poetry,5.988
violet_bent_backwards_over_the_grass,3.7219280948873625,salamander,6.6066,80.169,0.3,0.0,0.0476,37.975,poetry,12.658
violet_bent_backwards_over_the_grass,5.302807204827763,sportcruiser,7.528,83.493,0.5,0.0,0.3596,32.63,poetry,18.234
violet_bent_backwards_over_the_grass,3.8646983261669607,tessa_dipietro,7.1781,38.596,0.41935483870967744,0.0,0.1818,49.123,poetry,38.596
violet_bent_backwards_over_the_grass,5.003813002756471,the_land_of_1000_fires,7.2288,97.76,0.4823529411764706,0.069,0.3678,42.77,poetry,2.037
violet_bent_backwards_over_the_grass,3.452819531114783,violet_bent_backwards_over_the_grass,6.0204,57.692,0.25,0.0,0.1875,0.0,poetry,19.231
violet_bent_backwards_over_the_grass,3.8512274809529554,what_happened_when_i_left_you,6.3119,74.627,0.2916666666666667,0.0,0.125,14.925,poetry,0.0
aurora,3.3406793239114614,aurora,5.7262,108.504,0.5531914893617021,0.3191,0.5106,61.584,stevie_nicks,0.0
aurora,3.5050676394896016,kill_you_to_try,5.6926,148.741,0.7424242424242424,0.4328,0.6119,52.632,stevie_nicks,0.0
aurora,3.0265896566842354,let_me_down_easy,5.1584,158.228,0.6,0.425,0.55,110.759,stevie_nicks,0.0
aurora,3.1060264685364456,look_at_us_now,5.7009,31.496,0.7678571428571429,0.5357,0.6071,20.997,stevie_nicks,0.0
aurora,3.6796874392795544,look_me_in_the_eye,5.2904,120.0,0.4838709677419355,0.3438,0.4688,65.0,stevie_nicks,0.0
aurora,3.1155585653937887,more_fun_to_miss,5.8296,47.619,0.6739130434782609,0.4894,0.5957,51.02,stevie_nicks,0.0
aurora,1.746465798504072,no_words,5.1416,103.261,0.7333333333333333,0.0,0.4667,10.87,stevie_nicks,0.0
aurora,3.6194705707972523,please,6.0348,106.742,0.4,0.08,0.24,22.472,stevie_nicks,5.618
aurora,2.7841837197791888,regret_me,5.5734,129.353,0.5,0.2,0.35,94.527,stevie_nicks,0.0
aurora,3.578775612287467,the_river,5.3873,184.091,0.7571428571428571,0.4429,0.6571,88.636,stevie_nicks,2.273
aurora,3.7154535460473688,two_against_three,6.2668,51.429,0.38461538461538464,0.1429,0.3214,28.571,stevie_nicks,22.857
aurora,3.5755886970847777,you_were_gone,6.0124,79.545,0.5789473684210527,0.2105,0.4211,98.485,stevie_nicks,0.0
rumours,3.1875,dont_stop,5.5665,15.873,0.6875,0.5,0.5938,63.492,stevie_nicks,0.0
rumours,3.4846184885796148,dreams,5.7212,26.201,0.5555555555555556,0.1667,0.5,122.271,stevie_nicks,26.201
rumours,3.6149112214500145,gold_dust_woman,5.9486,4.902,0.6,0.35,0.575,93.137,stevie_nicks,24.51
rumours,2.6750849518197795,go_your_own_way,5.1353,92.437,0.64,0.36,0.52,168.067,stevie_nicks,0.0
rumours,3.1352701614643705,i_dont_want_to_know,5.393,89.431,0.6285714285714286,0.4857,0.6,81.301,stevie_nicks,0.0
rumours,2.2464393446710154,never_going_back_again,4.6594,113.208,0.5,0.3,0.4,18.868,stevie_nicks,18.868
rumours,3.0009230918800163,oh_daddy,5.5178,132.075,0.5238095238095238,0.2857,0.3333,122.642,stevie_nicks,0.0
rumours,3.103909910282364,second_hand_news,5.5604,145.695,0.5769230769230769,0.2692,0.4615,72.848,stevie_nicks,0.0
rumours,2.5464393446710156,songbird,5.0445,112.0,0.65,0.3,0.65,104.0,stevie_nicks,16.0
rumours,3.369181630777662,the_chain,4.9642,70.755,0.7209302325581395,0.6512,0.7209,113.208,stevie_nicks,0.0
rumours,2.7091479170272446,you_make_loving_fun,5.3962,104.575,0.6666666666666666,0.4167,0.5,104.575,stevie_nicks,0.0
say_you_will,2.2816696599988733,bleed_to_love_her,5.0517,76.923,0.6956521739130435,0.3478,0.5652,6.993,stevie_nicks,125.874
say_you_will,3.822176920557069,come,6.1341,63.433,0.6222222222222222,0.3333,0.4667,33.582,stevie_nicks,11.194
say_you_will,3.826615385895286,destiny_rules,6.1925,66.007,0.5777777777777777,0.4222,0.4444,33.003,stevie_nicks,9.901
say_you_will,3.872547032048097,everybody_finds_out,6.094,72.046,0.684931506849315,0.4521,0.6301,60.519,stevie_nicks,77.81
say_you_will,3.606572919845259,goodbye_baby,5.7451,100.503,0.5277777777777778,0.3333,0.5,65.327,stevie_nicks,0.0
say_you_will,4.621483433138046,illume,6.1576,71.078,0.5405405405405406,0.3077,0.5385,7.353,stevie_nicks,0.0
say_you_will,3.428003195843088,miranda,5.8881,0.0,0.6153846153846154,0.2564,0.5641,0.0,stevie_nicks,86.777
say_you_will,3.4594316186372973,murrow_turning_over_in_his_grave,5.8138,0.0,0.4090909090909091,0.2727,0.3182,16.216,stevie_nicks,64.865
say_you_will,3.061145886715422,not_make_believe,5.8709,90.909,0.5714285714285714,0.3571,0.4643,0.0,stevie_nicks,3.953
say_you_will,3.37311385140145,peacekeeper,6.0099,0.0,0.7021276595744681,0.3191,0.5957,41.298,stevie_nicks,11.799
say_you_will,3.635783196330728,red_rover,5.8343,29.289,0.5952380952380952,0.3542,0.5833,100.418,stevie_nicks,0.0
say_you_will,3.603657968657147,running_through_the_garden,5.6162,89.783,0.7457627118644068,0.4237,0.6102,68.111,stevie_nicks,24.768
say_you_will,3.274264591493146,say_goodbye,5.8795,107.317,0.5882352941176471,0.2059,0.5,63.415,stevie_nicks,0.0
say_you_will,2.9813100054663626,say_you_will,5.3149,72.022,0.7073170731707317,0.561,0.7073,119.114,stevie_nicks,0.0
say_you_will,4.048810743029483,silver_girl,5.7253,0.0,0.5306122448979592,0.2653,0.5102,45.455,stevie_nicks,148.76
say_you_will,3.5983977915341656,smile_at_you,5.3924,126.068,0.75,0.5889,0.6889,21.368,stevie_nicks,4.274
say_you_will,2.1290704345198392,steal_your_heart_away,4.9358,0.0,0.8378378378378378,0.4595,0.7838,70.588,stevie_nicks,0.0
say_you_will,3.46630356246317,thrown_down,6.2488,12.876,0.5588235294117647,0.2647,0.5294,77.253,stevie_nicks,120.172
say_you_will,3.1724414675155037,whats_the_world_coming_to,5.3572,87.912,0.5757575757575758,0.4242,0.4848,0.0,stevie_nicks,16.484
street_angel,3.389458645814078,blue_denim,6.0631,104.265,0.6,0.1143,0.5714,42.654,stevie_nicks,61.611
street_angel,2.7092840898314487,destiny,5.4918,72.65,0.7777777777777778,0.3889,0.8056,21.368,stevie_nicks,0.0
street_angel,4.162619370532496,docklands,6.2768,86.826,0.5217391304347826,0.1304,0.4565,59.88,stevie_nicks,5.988
street_angel,3.584183719779189,gods_garden,6.1921,104.839,0.35,0.0,0.25,16.129,stevie_nicks,56.452
street_angel,4.24684334837874,greta,6.3494,20.906,0.5217391304347826,0.1739,0.587,17.422,stevie_nicks,69.686
street_angel,3.5843031793467124,inspiration,6.0463,128.205,0.4230769230769231,0.1154,0.3846,51.282,stevie_nicks,5.128
street_angel,4.261768795973195,jane,6.265,3.846,0.425,0.075,0.475,34.615,stevie_nicks,53.846
street_angel,4.226150431961057,just_like_a_woman,6.2576,70.588,0.4,0.0,0.4,11.765,stevie_nicks,86.275
street_angel,3.8617479408406754,kick_it,5.7916,108.197,0.5319148936170213,0.1702,0.5319,32.787,stevie_nicks,0.0
street_angel,3.9870777657614935,listen_to_the_rain,5.8253,13.201,0.5283018867924528,0.1698,0.6038,69.307,stevie_nicks,16.502
street_angel,3.668436478440558,love_is_like_a_river,6.0561,52.308,0.5777777777777777,0.1556,0.5333,55.385,stevie_nicks,6.154
street_angel,4.569772760819465,maybe_love_will_change_your_mind,6.0761,58.366,0.3695652173913043,0.2826,0.5217,101.167,stevie_nicks,3.891
street_angel,4.0895524525606675,rose_garden,6.1843,117.886,0.42424242424242425,0.1515,0.3939,65.041,stevie_nicks,0.0
street_angel,4.66126308502903,street_angel,6.3768,65.693,0.3409090909090909,0.1136,0.4545,113.139,stevie_nicks,29.197
street_angel,3.913977073182752,unconditional_love,5.9542,53.571,0.2727272727272727,0.0455,0.3636,62.5,stevie_nicks,0.0
blue_lips,4.094568392113171,9th_of_october,6.1803,83.99,0.603448275862069,0.45,0.55,23.622,tove_lo,2.625
blue_lips,3.7823040596630717,bad_days,6.0342,134.615,0.5740740740740741,0.4074,0.463,32.967,tove_lo,0.0
blue_lips,3.6336419115660084,bitches,5.7635,136.752,0.625,0.5,0.5417,28.49,tove_lo,48.433
blue_lips,3.7447322877088034,cycles,6.1815,124.682,0.6724137931034483,0.5,0.5862,43.257,tove_lo,5.089
blue_lips,3.7067989243680377,disco_tits,5.9212,136.364,0.7777777777777778,0.6914,0.7407,38.278,tove_lo,0.0
blue_lips,4.135754199299804,dont_ask_dont_tell,6.006,60.694,0.5892857142857143,0.5179,0.5893,37.572,tove_lo,2.89
blue_lips,3.744074788315955,hey_you_got_drugs,6.2696,103.571,0.75,0.5417,0.6944,69.643,tove_lo,1.786
blue_lips,2.417537525720176,light_beams,4.1199,49.18,0.7391304347826086,0.5652,0.5652,0.0,tove_lo,0.0
blue_lips,3.7806368401189747,romantics,6.1043,39.37,0.5,0.3478,0.4565,23.622,tove_lo,23.622
blue_lips,3.5709505944546684,shedontknowbutsheknows,5.7715,17.493,0.625,0.475,0.575,93.294,tove_lo,116.618
blue_lips,3.392965207485575,shivering_gold,5.8028,89.147,0.65,0.55,0.625,11.628,tove_lo,0.0
blue_lips,3.7494996115311405,stranger,5.8204,158.996,0.4375,0.3125,0.375,79.498,tove_lo,0.0
blue_lips,3.1050196959084913,struggle,5.4291,128.906,0.6976744186046512,0.4884,0.6047,62.5,tove_lo,0.0
dirt_femme,3.7588670992335302,2_die_4,5.8325,81.818,0.6551724137931034,0.6034,0.6379,87.879,tove_lo,0.0
dirt_femme,3.692850232786147,attention_whore,5.7521,121.469,0.6727272727272727,0.3636,0.4909,79.096,tove_lo,36.723
dirt_femme,2.987386625190374,borderline,6.001,133.333,0.8125,0.5156,0.7031,68.75,tove_lo,8.333
dirt_femme,3.2410274858175256,call_on_me,5.54,180.0,0.6851851851851852,0.5,0.6481,80.0,tove_lo,3.333
dirt_femme,4.299855167297535,cute_&_cruel,5.9446,26.895,0.6707317073170732,0.5366,0.5976,39.12,tove_lo,0.0
dirt_femme,3.940298241412271,elevator_eyes,5.9032,60.0,0.6,0.431,0.4828,60.0,tove_lo,0.0
dirt_femme,3.9176432436608537,grapefruit,6.1561,181.193,0.6753246753246753,0.5366,0.5732,6.881,tove_lo,13.761
dirt_femme,3.3230222503194935,how_long,5.7437,90.643,0.7037037037037037,0.4444,0.5741,64.327,tove_lo,17.544
dirt_femme,3.683590820407828,im_to_blame,5.9716,107.57,0.72,0.64,0.64,31.873,tove_lo,0.0
dirt_femme,3.6191854496453058,i_like_u,5.0893,128.676,0.5609756097560976,0.2195,0.4146,125.0,tove_lo,11.029
dirt_femme,3.9893290892484226,kick_in_the_head,5.8991,122.563,0.65625,0.3731,0.5821,27.855,tove_lo,0.0
dirt_femme,3.5970444566331072,no_one_dies_from_love,5.8192,40.678,0.6341463414634146,0.4634,0.5366,37.288,tove_lo,13.559
dirt_femme,3.9102272455791414,pineapple_slice,5.9436,113.014,0.5111111111111111,0.2222,0.2955,113.014,tove_lo,3.425
dirt_femme,4.338057155316641,suburbia,5.9133,158.055,0.5535714285714286,0.3333,0.45,39.514,tove_lo,3.04
dirt_femme,3.593094526554556,true_romance,6.3431,76.655,0.5641025641025641,0.325,0.425,55.749,tove_lo,10.453
lady_wood,3.255614514698504,cool_girl,5.227,185.915,0.6744186046511628,0.4651,0.6279,53.521,tove_lo,0.0
lady_wood,3.6131658432206293,dont_talk_about_it,6.0868,3.759,0.7441860465116279,0.6279,0.6744,110.902,tove_lo,1.88
lady_wood,1.8423709931771084,fire_fade,3.8359,179.487,0.42857142857142855,0.1111,0.4444,25.641,tove_lo,0.0
lady_wood,3.196382726032236,flashes,5.3839,100.334,0.7272727272727273,0.4727,0.6364,63.545,tove_lo,30.1
lady_wood,3.511138195409702,imaginary_friend,5.932,130.303,0.7704918032786885,0.6393,0.6885,42.424,tove_lo,36.364
lady_wood,3.8899430543237985,influence,6.4007,137.255,0.6181818181818182,0.4,0.4727,39.216,tove_lo,2.179
lady_wood,3.774049590978983,keep_it_simple,5.8087,164.42,0.6724137931034483,0.4483,0.5345,29.65,tove_lo,10.782
lady_wood,3.275219204343473,lady_wood,5.6747,156.667,0.673469387755102,0.5306,0.6531,83.333,tove_lo,33.333
lady_wood,2.8942905787719626,true_disaster,5.6142,106.25,0.7317073170731707,0.4878,0.6585,50.0,tove_lo,18.75
lady_wood,3.289800801727988,vibes,5.736,59.432,0.7631578947368421,0.5395,0.6579,82.687,tove_lo,0.0
lady_wood,3.2092527344930843,wtf_love_is,5.9565,62.241,0.64,0.55,0.65,87.137,tove_lo,0.0
queen_of_the_clouds,2.436746188309272,crave,4.362,118.056,0.8333333333333334,0.7222,0.8056,38.194,tove_lo,0.0
queen_of_the_clouds,3.355152233310935,got_love,5.7848,25.0,0.625,0.5952,0.619,15.0,tove_lo,2.5
queen_of_the_clouds,4.048603150788052,habits_stay_high,5.8986,116.959,0.6470588235294118,0.5294,0.6471,43.86,tove_lo,2.924
queen_of_the_clouds,3.167129251603446,like_em_young,5.0885,175.159,0.75,0.5088,0.6316,28.662,tove_lo,12.739
queen_of_the_clouds,3.592139585868399,love_ballad,5.8378,118.812,0.7192982456140351,0.5172,0.6724,72.607,tove_lo,3.3
queen_of_the_clouds,3.7597332524911042,moments,5.7248,202.74,0.6530612244897959,0.4898,0.6304,35.616,tove_lo,2.74
